State,District,Latitude,Longitude,Population,Male Literate,Female Literate,Scheduled Castes,Male Scheduled Castes,Female Scheduled Castes,Scheduled Tribes,Male Scheduled Tribes,Female Scheduled Tribes ,Workers,Male Workers,Female Workers,Main Workers,Marginal Workers,Non Workers,Cultivator Workers,Agricultural Workers,Household Workers,Other_Workers,Total Hindus,Total Muslims,Total Christians,Total Sikhs ,Total Buddhists,Total Jains,Others Religions,Religion Not Stated,LPG Households,Housholds with Electric Lighting,Households with Internet,Households with Computer,Rural Households,Urban Households,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduation,Other Education,Households with Bicycle,Households with Car Jeep Van,Households with Radio Transistor,"Households with Scooter,Motorcycle,Moped","Households with Telephone,Mobile,Phone and Landline only","Households with Telephone,MobilePhone and Mobile only","Households with TV,Computer,Laptop,Telephone,mobile,phone and ScooterCar",Households with Television,"Households with Telephone,Mobile and Phone","Households with Telephone,Mobile and Phone",Total Religion,Literacy Rate,Sex Ratio
Rajasthan,Sikar,27.64644058641976,75.29317422839503,2677333,995275,656842,418806,216523,202283,75349,39098,36251,1006504,657854,348650,698711,307793,1670829,501311,87889,22776,394528,2342076,327583,1122,356,177,4050,15,1954,131342,339457,5647,28382,527560,178274,705834,369959,438872,367412,282595,200430,181282,19321,76325,22494,82757,77340,13092,337713,10754,218772,384989,34184,2675379,100.0,95.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,1036346,309900,166906,201863,104899,96964,292470,148966,143504,419829,272196,147633,313292,106537,616517,124080,97823,9443,188483,996562,30479,1284,572,114,6829,56,450,47182,134089,2146,10297,238535,69639,308174,117971,147381,110385,58213,30724,27076,5251,52893,6343,22809,38817,4338,111563,4483,65197,125006,9105,1035896,0.0,94.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,1421326,478329,271330,287903,148110,139793,178207,92677,85530,649161,371848,277313,495797,153364,772165,326083,113426,16004,193648,1243527,153146,754,378,122,22458,30,911,32359,158264,1908,12482,298911,81755,380666,237191,190750,154825,91853,64431,67155,9919,93547,6295,30323,68174,6275,172900,4140,83447,189703,10528,1420415,100.0,95.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,3068420,973444,609185,188525,97094,91431,1525289,773213,752076,1365783,835839,529944,822355,543428,1702637,539106,302968,33535,490174,2869976,104307,7406,4278,209,78647,373,3224,128320,357846,14211,48517,665449,182769,848218,442946,386075,277392,164290,102085,142672,20010,145780,27979,86643,157259,13523,284548,27786,180282,330546,32475,3065196,100.0,96.0
Sikkim,East,27.29600352941175,88.74908392156858,1709346,748382,604616,281422,148019,133403,0,0,0,579692,486951,92741,555026,24666,1129654,1156,3094,19541,555901,1410852,178807,15792,53027,2643,46927,366,932,327253,352758,80037,127465,1086,461132,462218,86484,219061,260094,267825,235187,246988,18644,103064,87499,148483,162670,21876,228268,102512,320151,329844,79700,1708414,100.0,88.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,754894,269582,211022,176230,88076,88154,10722,5274,5448,359851,212547,147304,272241,87610,395043,107312,166837,13564,72138,708397,7942,37403,104,88,65,42,853,39642,177502,1749,8371,223955,30322,254277,60697,134123,113437,96860,53934,57524,16126,104900,2937,36609,40913,5367,121775,3046,165150,134358,7216,754041,100.0,101.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,4646732,1968079,1808197,779667,389001,390666,10061,5207,4854,1817297,1369302,447995,1619554,197743,2829435,14454,13674,37345,1751824,3751322,439270,358662,2851,2804,51708,1759,38356,910262,1096334,217368,355838,0,1314125,1314125,167207,516445,720331,801050,464207,905515,67277,409796,146388,398414,515581,114191,688857,264763,1055696,1017122,214074,4608376,100.0,99.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,3458045,1394790,1241117,535911,266960,268951,28342,14245,14097,1567950,1083125,484825,1443252,124698,1890095,80217,230026,50085,1207622,3044145,211035,190314,1112,435,3284,237,7483,675153,896325,63273,149920,284795,884957,1169752,220388,466745,523563,526165,273098,440520,53709,353990,87211,286145,445588,51417,635226,109489,841918,777347,90704,3450562,100.0,100.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,2605914,1000322,814959,763944,383943,380001,15702,7943,7759,1169880,749633,420247,837271,332609,1436034,165170,539412,32027,433271,2391675,123749,83334,401,236,1280,138,5101,244610,598412,15396,50938,497429,260780,758209,169844,412237,418769,386652,186394,227530,67411,343988,19828,121956,178515,30829,409698,27077,555029,470021,29494,2600813,100.0,99.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,1506843,527599,390110,245392,124706,120686,63044,32130,30914,751170,446057,305113,652996,98174,755673,201328,267345,15341,267156,1452956,38304,14089,164,39,37,87,1167,104785,337972,3651,18927,396819,91107,487926,129778,240222,221194,177877,103367,112592,26069,164521,5843,52200,107968,19859,222790,7687,310765,258752,16103,1505676,100.0,95.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,2159775,816180,665654,452376,225573,226803,8064,4095,3969,1105155,665469,439686,963017,142138,1054620,165405,467959,30829,440962,1879494,105012,169945,313,256,71,138,4546,209640,500057,9155,38677,443818,269724,713542,207751,386421,372636,282628,153100,163050,29443,222834,15538,130963,147737,23837,335455,15800,458486,379839,20547,2155229,100.0,100.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,2251744,828300,664362,369483,184408,185075,21880,11024,10856,1195773,732083,463690,1111051,84722,1055971,178170,370212,54322,593069,2115455,76098,55899,435,148,639,157,2913,371015,595211,18604,58861,411286,432398,843684,175017,345914,319484,269016,155344,215514,30391,368604,33405,174975,288543,45036,383623,37339,557479,483430,54771,2248831,100.0,99.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,3998252,1611461,1401921,948081,474264,473817,41210,20605,20605,1673814,1181308,492506,1367378,306436,2324438,89343,272514,54732,1257225,3537399,173785,256762,1620,990,4962,756,21978,622095,961161,100322,200738,438799,774705,1213504,183054,535947,608188,634172,312208,526886,67354,425865,68427,240359,418526,63983,665334,137686,904619,832716,103399,3976274,100.0,99.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,1870374,780541,768197,74249,36817,37432,7282,3554,3728,679620,524629,154991,552658,126962,1190754,15610,72867,35789,555354,909872,78590,876299,160,438,156,10,4849,199188,465692,15673,52943,104253,493788,598041,134236,331559,314029,322511,226312,254107,43034,122491,21577,80942,115092,49311,302741,23194,438938,398548,46496,1865525,100.0,102.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,1064493,401726,325318,221385,108809,112576,575,297,278,543298,329034,214264,508507,34791,521195,85872,200837,11340,245249,993666,53292,16483,115,29,7,79,822,135831,264949,4915,17995,212241,152420,364661,76629,190229,167466,146666,77874,85595,14951,153941,10648,73515,117119,13922,183206,10393,250010,210748,13620,1063671,100.0,102.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,3038252,1223810,1049620,408976,205098,203878,11096,5622,5474,1354632,902704,451928,1173902,180730,1683620,92719,372828,47293,841792,2760502,168881,97711,520,199,1532,305,8602,391821,754141,34097,95311,417718,592723,1010441,234611,525151,532616,453509,250285,363152,39350,325803,30852,228106,228557,41298,530152,54832,708942,618922,47472,3029650,100.0,99.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,1616450,640916,572092,509767,252332,257435,3756,1847,1909,671994,461174,210820,486328,185666,944456,67482,345057,11555,247900,1435072,128617,47579,184,450,963,110,3475,143846,381940,5585,19692,399016,118724,517740,136593,323359,313357,249630,122350,125639,35762,219886,9042,111474,86939,29771,216892,9238,362211,282418,35755,1612975,100.0,103.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,1726601,653312,522819,345392,173973,171419,57059,29383,27676,898245,531463,366782,839152,59093,828356,158473,253726,38797,447249,1673652,32483,16909,183,108,84,199,2983,265276,441044,8960,31581,370357,257127,627484,123573,297179,247516,214836,126468,169206,21582,262313,18550,138294,212434,22258,300910,19466,418420,352439,29271,1723618,100.0,99.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,565223,208011,167812,175289,87444,87845,2584,1292,1292,299726,162639,137087,255097,44629,265497,117304,118278,5343,58801,521658,32702,10301,83,39,38,26,376,49390,135751,1507,7745,155413,33179,188592,85210,106751,85101,71650,41447,44025,9189,59863,2259,25925,32178,6678,90597,2687,125953,103116,5841,564847,100.0,100.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,1618345,608776,501769,284804,141428,143376,1283,647,636,761693,471099,290594,640248,121445,856652,209270,305149,13941,233333,1428784,114194,72850,119,81,32,293,1992,82967,354493,4494,18272,399712,104229,503941,97231,283299,270046,251855,121706,111731,31315,209024,7882,88107,110324,17749,249584,8191,324444,286329,18996,1616353,100.0,101.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,1353445,536487,442459,249008,125015,123993,1105,559,546,602977,392751,210226,486150,116827,750468,173767,153874,25228,250108,1047411,208038,91139,154,86,29,36,6552,100484,291400,5172,22379,290478,126761,417239,246909,293886,236511,189132,105978,97405,16785,125445,5524,67893,49605,18385,217349,5886,284169,252000,16266,1346893,100.0,98.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,3482056,1285107,1000455,580512,294062,286450,119369,60489,58880,1694160,1083797,610363,1561030,133130,1787896,257004,454210,141503,841443,3326357,95487,53841,412,174,992,246,4547,448968,835377,20660,63867,572813,597539,1170352,188672,571061,518763,457866,242306,296399,60365,441388,30660,196973,352121,38760,564666,39279,749932,650064,46638,3477509,100.0,95.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,1339101,526304,433440,227746,113599,114147,790,394,396,620171,391305,228866,461102,159069,718930,141003,199563,14656,264949,1186078,74310,75481,150,80,109,24,2869,113822,314270,5773,24456,309224,143193,452417,101778,216931,236700,199263,103903,115894,23941,172619,8222,95318,91250,19993,218773,10799,304124,258837,20071,1336232,100.0,100.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,2405890,944264,846734,455062,225859,229203,3561,1739,1822,974079,680483,293596,834484,139595,1431811,129913,415361,31200,397605,2075870,190814,133971,231,795,1256,148,2805,223044,555582,13495,42912,479070,274302,753372,138375,431983,419605,373111,178126,222410,49261,343328,17231,137848,161750,30075,374054,24121,522490,446982,42853,2403085,100.0,103.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,1245899,479403,390677,258200,129900,128300,1835,954,881,591642,368900,222742,530591,61051,654257,38367,315161,14939,223175,1148990,56751,37574,152,79,28,74,2251,147529,312310,4667,18830,189328,221295,410623,90590,219747,213496,156676,95231,101147,14674,99044,6607,57897,58034,11907,187358,6570,291879,209456,10191,1243648,100.0,99.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,3728104,1495711,1296010,821646,410526,411120,47243,23692,23551,1538054,1103563,434491,1247918,290136,2190050,73444,270586,58240,1135784,3325823,143093,233633,1422,951,3693,530,18959,621907,909400,75634,174279,387237,732196,1119433,181452,461918,600731,622789,303091,451321,66378,374923,54505,222750,363741,62993,630578,112276,857364,772398,78827,3709145,100.0,99.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,1264277,503085,443386,430927,214717,216210,3034,1466,1568,540168,369853,170315,412425,127743,724109,69883,295188,10440,164657,1132785,96092,33192,258,151,279,64,1456,109580,303114,4416,15535,321331,86848,408179,138960,250163,243773,203450,103908,99082,28166,189906,6790,80899,72916,33727,159818,6894,287260,225629,32084,1262821,100.0,102.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,2464875,909803,717010,565329,282615,282714,90954,45956,44998,1238177,738995,499182,970072,268105,1226698,292641,525063,46720,373753,2294369,91636,66987,232,157,7898,110,3486,176242,549077,6445,27529,563102,147061,710163,203879,442688,423135,343955,174560,158041,36454,309133,7851,73410,138956,23596,345750,10740,505170,389329,19983,2461389,100.0,99.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,3936331,1504355,1269573,860212,424668,435544,72955,36663,36292,1689330,1123874,565456,1360185,329145,2247001,175108,391955,136415,985852,3397857,414760,111390,676,438,3514,251,7445,417535,865913,20623,69912,653499,486801,1140300,191963,721473,719731,641585,311434,308514,71127,491133,20393,93309,286002,45427,562422,36342,797713,653681,45832,3928886,100.0,101.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,1942288,760375,638413,399831,198704,201127,2294,1182,1112,950158,579111,371047,854066,96092,992130,57153,208702,35298,649005,1822626,47838,67405,245,87,98,75,3914,235005,505950,10219,37357,363782,370942,734724,163264,398670,317054,230321,138306,167506,35156,282826,9845,109937,119486,21904,308362,17403,457317,353909,23643,1938374,100.0,101.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,378230,151643,124574,61688,31461,30227,210608,106759,103849,155831,105657,50174,108259,47572,222399,45956,42201,2870,64804,307120,8256,22940,175,39120,85,206,328,5532,46875,273,5067,89457,14071,103528,64515,84516,74015,21430,9157,6425,890,22716,907,8049,3006,1248,22302,338,24750,25563,2013,377902,100.0,94.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,693947,275646,244756,114968,58375,56593,179426,91116,88310,248667,186034,62633,186105,62562,445280,49286,43977,7088,148316,507967,105737,44062,151,34717,307,70,936,19631,81601,997,10310,150437,42184,192621,129329,179547,158211,47160,22720,18419,3736,42636,2726,17810,9201,2519,55819,1215,43755,63308,4970,693011,100.0,97.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,876001,351082,295728,140168,72012,68156,344835,173174,171661,366845,253229,113616,258457,108388,509156,85530,111332,6375,163608,736015,49258,39258,245,49420,106,808,891,20246,133744,948,10393,219171,44906,264077,129846,223185,204201,70173,31690,26870,5160,83598,3454,31321,12757,4149,78220,1254,78159,87445,5076,875110,100.0,96.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,1725739,722998,638356,338094,172522,165572,431944,217278,214666,698178,500406,197772,524198,173980,1027561,115175,156108,25163,401732,1512801,152791,53622,499,2128,362,430,3106,103228,314567,6394,36186,289621,217016,506637,248343,421485,451563,156277,88122,85405,13478,182610,11356,50815,44499,9575,203802,9977,231324,228799,15422,1722633,100.0,96.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,4418797,1614594,1065916,991325,531641,459684,7255,3827,3428,1389844,1119701,270143,1050562,339282,3028953,285471,234455,94184,775734,3922718,411313,10076,12057,4049,21508,384,36692,251013,536402,27183,82012,496971,406852,903823,600839,904836,647340,450571,317618,199395,20781,444212,44989,93565,243761,36134,458049,47935,433913,520896,26713,4382105,100.0,87.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,3673889,1283380,809187,755254,402483,352771,629,340,289,1174361,929337,245024,865799,308562,2499528,281501,267197,78566,547097,2904140,729283,7635,5875,2582,2805,91,21478,153283,268120,13634,58336,582117,275942,858059,456870,491605,443958,334738,216997,172585,20498,364661,21667,96490,151973,24398,407346,23011,262098,445913,14169,3652411,100.0,88.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,5954391,2199340,1466387,1309851,687076,622775,7955,4270,3685,2111907,1426110,685797,1286732,825175,3842484,474283,541146,185877,910601,5102041,796756,13782,4377,4391,2247,305,30492,204357,391542,24122,85491,983266,265304,1248570,823863,934881,738076,596615,502826,428871,36764,701941,41965,334711,243219,34753,556688,37832,355913,616743,25302,5923899,100.0,90.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,2397888,846676,640263,591125,298240,292885,746,406,340,787398,547406,239992,440998,346400,1610490,213814,301120,58520,213944,1985654,401678,2536,869,1817,235,33,5066,21512,99581,2509,27308,501559,65031,566590,342667,392873,353570,247028,172872,194387,15458,311614,9813,79722,60203,9449,240089,3412,61470,255512,5974,2392822,100.0,98.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,1379545,546198,384638,391622,211413,180209,150,91,59,442023,364543,77480,325721,116302,937522,166731,151727,12533,111032,1273546,101963,1004,371,332,228,444,1657,32687,65479,2404,14279,255836,58438,314274,133123,291837,282449,168866,101542,79012,6531,179939,5088,59782,35729,8361,139506,3317,60174,152099,4232,1377888,100.0,86.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,4613913,1559414,1212503,1171378,579586,591792,9327,4690,4637,1372032,941890,430142,784272,587760,3241881,425630,452055,115991,378356,3878626,718692,3810,719,5652,183,226,6005,49699,183381,6652,47324,891024,80434,971458,831966,1344726,879745,489060,312571,158303,8087,521004,20757,174092,116175,19089,468786,7888,159910,500400,12525,4607908,100.0,102.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,1303048,489858,308112,149060,79920,69140,14,10,4,416695,342604,74091,334519,82176,886353,124718,74500,20347,197130,917474,364583,1840,483,161,16139,25,2343,44732,119121,2989,19999,246055,69991,316046,139646,272939,215070,132197,79475,44164,3730,114603,13301,75783,42998,11161,139547,6646,111663,155781,5073,1300705,100.0,86.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,3487731,878285,520083,509307,270226,239081,11159,5606,5553,1152160,895576,256584,743452,408708,2335571,430227,482897,37965,201071,2291892,1169330,6400,8212,2793,1177,38,7889,38940,85814,2681,35463,698520,61742,760262,447648,493760,215939,104762,65106,47690,7028,397685,13451,170698,51784,14401,248875,3444,71676,270422,7146,3479842,0.0,89.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,3239774,1160960,802630,494698,257624,237074,110114,56817,53297,1019483,723060,296423,569522,449961,2220291,206228,384432,72194,356629,3004240,213440,4463,892,1595,233,64,14847,62157,119972,4672,42969,564927,64454,629381,436021,515010,443440,409484,323582,200434,20283,324245,10846,108399,65467,13488,320335,5459,115533,342823,9000,3224927,100.0,94.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,2148665,544943,323414,277212,145928,131284,24887,12657,12230,760253,534332,225921,458727,301526,1388412,276614,328768,29916,124955,1333242,805975,3228,900,1866,198,87,3169,16229,57400,1551,15510,410070,35768,445838,379253,227932,122911,65516,40633,37109,2777,232350,6167,78055,37816,5212,185379,1616,34497,194750,4159,2145496,0.0,93.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,1799410,630626,372311,387855,208184,179671,163,82,81,701689,485314,216375,483232,218457,1097721,251755,273458,19098,157378,1637549,157612,1367,231,168,916,50,1517,26907,73522,1655,18612,378056,67569,445625,325773,415195,249238,114783,61702,63112,5728,183817,5202,75196,32236,6599,164115,2416,52233,174698,3984,1797893,100.0,86.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,3260699,1010518,681940,864559,453168,411391,610,333,277,1192850,871241,321609,834294,358556,2067849,458479,421973,77235,235163,2505444,737106,4857,2090,1553,3016,211,6422,60554,108116,3159,26293,635840,79068,714908,533140,420824,350564,197780,132332,113799,12281,446335,11935,185813,91664,12093,286603,4799,116157,306578,7882,3254277,100.0,91.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,4448359,1342697,849062,557150,295964,261186,3227,1664,1563,1401971,1153006,248965,1043912,358059,3046388,365985,326376,131699,577911,2830768,1536534,14822,28187,4371,931,339,32407,210687,272830,15164,56575,631613,362798,994411,717585,641251,442110,272840,172554,146446,16806,456654,24436,192343,159838,26144,439045,23779,300504,481724,16535,4415952,0.0,89.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,2464464,819719,574064,513959,262534,251425,3620,1876,1744,783688,558642,225046,443724,339964,1680776,296928,282260,36856,167644,2082976,364510,3493,900,9753,107,99,2626,37593,108101,3423,30244,513960,31065,545025,470355,349221,324085,211477,162961,143642,13030,309655,11477,100072,66316,11537,260953,4819,76856,278758,6268,2461838,100.0,96.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,3682713,1241471,893922,787444,413872,373572,3058,1588,1470,1088036,921497,166539,839778,248258,2594677,232158,311489,52549,491840,2032081,1585210,6184,50624,1736,2134,41,4703,128042,268353,7303,37341,683875,224648,908523,498971,827447,549594,255028,159528,148185,14658,378636,17143,119245,131278,18248,414342,11084,260312,445114,12524,3678010,100.0,92.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,3499171,1253314,778342,725600,384743,340857,198,118,80,1173260,897815,275445,885216,288044,2325911,332475,241137,65937,533711,2707195,777407,4088,2765,669,1572,86,5389,124641,223922,7865,38225,658449,221628,880077,443641,540754,475146,338138,217882,151182,17796,321044,20979,141619,136765,17102,381418,13231,254050,410624,12104,3493782,100.0,90.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,1952756,699454,475152,446786,235161,211625,41725,21571,20154,652543,462971,189572,341927,310616,1300213,125980,248674,58552,219337,1727869,215081,2153,1389,340,100,1175,4649,32433,99602,3492,20762,344937,50822,395759,295979,367768,276638,196240,135962,88299,7586,220298,7313,83980,49064,8197,176679,4504,109887,190317,5441,1948107,100.0,92.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,991730,330339,200733,266655,141379,125276,366,196,170,394197,254977,139220,282614,111583,597533,160094,150695,12555,70853,955372,34559,693,63,101,285,27,630,11637,41046,827,9437,207237,23558,230795,168472,174106,124256,69641,40266,35826,3660,105264,2805,43000,17911,2579,80095,1169,27006,84775,2101,991100,100.0,88.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,3100946,1079288,795951,468663,235694,232969,109894,54216,55678,876246,639073,237173,455382,420864,2224700,238237,291016,50418,296575,2730957,358539,3626,818,1182,209,146,5469,60348,150001,4469,36068,597778,67928,665706,602403,473097,449571,372031,277548,194341,23334,353180,13388,97164,84941,14377,358063,6290,122308,379700,7260,3095477,100.0,102.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,1774480,647042,408160,281011,150631,130380,140,87,53,545984,440244,105740,415476,130508,1228496,242396,131779,28396,143413,1611126,146346,2464,708,2887,5671,18,5260,37027,69591,2635,19712,334246,67752,401998,238019,214091,201984,178434,119665,88607,8092,189111,6644,52249,54798,8565,187428,3977,79090,200961,4968,1769220,100.0,87.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,1581810,623583,438420,388283,208731,179552,169,89,80,506072,413713,92359,361588,144484,1075738,170827,158026,20803,156416,1457892,113961,1362,1045,1733,3917,94,1806,47520,113098,2964,21506,265643,85483,351126,171216,292852,298700,195192,121283,118571,13400,194564,7736,41005,47713,11732,160626,4343,84543,177997,5639,1580004,100.0,87.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,2470996,838339,612562,555047,281284,273763,931,469,462,831209,597888,233321,496579,334630,1639787,260406,272734,43505,254564,2094271,365806,3225,1912,737,358,185,4502,58328,127754,4746,28625,510378,79288,589666,356093,361114,347114,231129,176303,179996,18947,346448,15426,141398,74081,15226,252641,7250,99531,276720,8853,2466494,100.0,96.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,1885204,654827,437850,312712,168009,144703,230,124,106,592267,494545,97722,474686,117581,1292937,245089,135679,43528,167971,1596278,276846,3137,3160,3161,487,100,2035,59209,88081,2624,18733,316647,94843,411490,270550,330084,257279,184298,115069,110391,9368,204261,6765,64510,49592,8653,183442,3701,87314,198066,5971,1883169,100.0,87.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,2632733,911003,601163,651480,342892,308588,340,189,151,1063929,713736,350193,670156,393773,1568804,328758,425366,51555,258250,2274674,350700,2201,402,172,199,47,4338,43492,75263,3385,33501,558807,77733,636540,409875,463642,376472,227119,134445,116445,10212,331499,16758,122320,59754,20039,244195,4981,97968,271445,7211,2628395,100.0,90.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,2498156,912314,609492,473890,253288,220602,2565,1346,1219,761521,621840,139681,573649,187872,1736635,184595,150221,59942,366763,2140745,314812,3370,1804,3395,19077,61,14892,100919,196080,5834,31797,349747,185621,535368,324525,416295,368905,277163,166249,108627,11313,278168,10940,42868,85413,14099,262500,8367,169583,283190,6591,2483264,100.0,88.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,1648115,666065,456882,216105,115438,100667,2215,1189,1026,569109,443384,125725,458492,110617,1079006,72668,48845,35400,412196,1394025,215500,7366,9261,895,4518,91,16459,193902,257586,53181,87188,170835,338935,509770,201277,330623,283031,218587,194796,101645,5058,128362,78631,121832,124939,24713,219976,66759,232925,278982,34293,1631656,100.0,85.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,4681645,1811397,1311867,773463,412750,360713,3968,2104,1864,1520538,1231615,288923,1252911,267627,3161107,158868,123680,83672,1154318,3414427,1186776,19026,23001,3487,16412,265,18251,501592,695130,78116,179552,355407,836316,1191723,534606,858286,797473,597661,475439,255949,26399,409265,119441,218210,292502,62944,577047,117483,592753,700485,60494,4663394,100.0,88.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,3620268,1293553,903996,726641,375015,351626,28712,14664,14048,1204602,808700,395902,766881,437721,2415666,368943,435934,68254,331471,3233790,368153,4181,810,3145,213,184,9792,36798,105767,5309,50180,700173,61467,761640,566504,691057,563310,449909,334003,186306,12795,383511,21169,133819,78218,23602,341596,8142,139187,375976,10778,3610476,100.0,95.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,3433919,1034181,645813,531973,276656,255317,870,476,394,1170552,855848,314704,739663,430889,2263367,440340,431532,65299,233381,2739076,678615,4735,1893,649,338,57,8556,45517,104084,4313,31811,673578,52794,726372,678171,425584,305644,192664,144067,118176,8722,417980,13053,172589,75067,12470,324246,4944,78099,346478,9762,3425363,0.0,92.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,4440895,1593890,1106438,936061,481123,454938,18172,9261,8911,1351629,1016876,334753,746381,605248,3089266,255660,454931,82965,558073,4009037,403847,9662,2123,2848,460,207,12711,149727,296619,14597,65360,761958,189170,951128,873031,618398,560246,425913,316166,273903,36253,531565,30258,148499,157765,27902,498764,23177,255280,544038,17372,4428184,100.0,95.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,4092845,1374587,847014,1274505,685223,589282,349,186,163,1318946,1091952,226994,969871,349075,2773899,596813,406830,59649,255654,3508131,556219,5822,5688,6671,446,98,9770,60689,95508,3845,32065,786613,121064,907677,741817,906861,510507,247265,138583,103523,9048,494925,12396,191429,82094,15357,362234,4764,132969,387803,10212,4083075,100.0,87.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,1689974,653430,421766,468178,252588,215590,832,428,404,620764,470969,149795,420266,200498,1069210,196613,243035,26109,155007,1509708,171581,1148,463,2875,256,145,3798,42616,104176,2217,18615,304856,91565,396421,169207,327534,282919,167911,104699,106888,10399,162840,7009,68232,58169,8950,184347,3599,90428,199931,6634,1686176,100.0,87.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,4494204,1565394,1166283,990345,494226,496119,4736,2363,2373,1437375,934157,503218,896547,540828,3056829,540762,436792,88404,371417,3981502,483750,4947,1286,7898,349,114,14358,56508,181467,8002,52398,926088,80582,1006670,665376,939616,769693,520111,353996,256398,25909,534790,22876,212662,128471,24922,473849,9848,211780,515736,16965,4479846,100.0,102.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,1998603,783705,520808,562505,297386,265119,3873,2074,1799,814914,565357,249557,560041,254873,1183689,228881,248072,48648,289313,1823930,147842,7050,4951,1203,7328,311,5988,94342,183340,8517,40774,309592,195321,504913,184997,370685,341371,186348,99814,92586,11783,194290,18860,78124,94539,17140,241710,15986,163900,270128,11278,1992615,100.0,89.0
